date,state,district,enrolment_count,update_count,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus,year,month,day_of_week,is_weekend,year_month
2023-01-12,Tamil Nadu,Tamil_District,9149,1814,2287,4117,2012,731,2023,1,3,0,2023-01
2023-01-12,Delhi,Delhi_District,5385,1266,1346,2423,1184,430,2023,1,3,0,2023-01
2023-01-12,West Bengal,West_District,6123,1192,1530,2755,1347,489,2023,1,3,0,2023-01
2023-01-13,Maharashtra,Maharashtra_District,10096,1957,2524,4543,2221,807,2023,1,4,0,2023-01
2023-01-13,Uttar Pradesh,Uttar_District,15234,4561,3808,6855,3351,1218,2023,1,4,0,2023-01
2023-01-13,Karnataka,Karnataka_District,7321,747,1830,3294,1610,585,2023,1,4,0,2023-01
2023-01-13,Tamil Nadu,Tamil_District,9049,1711,2262,4072,1990,723,2023,1,4,0,2023-01
2023-01-13,Delhi,Delhi_District,5229,1323,1307,2353,1150,418,2023,1,4,0,2023-01
2023-01-13,West Bengal,West_District,6614,1669,1653,2976,1455,529,2023,1,4,0,2023-01
2023-01-14,Maharashtra,Maharashtra_District,5771,1681,1442,2596,1269,461,2023,1,5,1,2023-01
2023-01-14,Uttar Pradesh,Uttar_District,9272,2181,2318,4172,2039,741,2023,1,5,1,2023-01
2023-01-14,Karnataka,Karnataka_District,4962,519,1240,2232,1091,396,2023,1,5,1,2023-01
2023-01-14,Tamil Nadu,Tamil_District,4963,1361,1240,2233,1091,397,2023,1,5,1,2023-01
2023-01-14,Delhi,Delhi_District,2952,319,738,1328,649,236,2023,1,5,1,2023-01
2023-01-14,West Bengal,West_District,4354,690,1088,1959,957,348,2023,1,5,1,2023-01
2023-01-15,Maharashtra,Maharashtra_District,6621,1173,1655,2979,1456,529,2023,1,6,1,2023-01
2023-01-15,Uttar Pradesh,Uttar_District,9265,2630,2316,4169,2038,741,2023,1,6,1,2023-01
2023-01-15,Karnataka,Karnataka_District,4272,582,1068,1922,939,341,2023,1,6,1,2023-01
2023-01-15,Tamil Nadu,Tamil_District,5542,1115,1385,2493,1219,443,2023,1,6,1,2023-01
2023-01-15,Delhi,Delhi_District,2730,585,682,1228,600,218,2023,1,6,1,2023-01
2023-01-15,West Bengal,West_District,3905,512,976,1757,859,312,2023,1,6,1,2023-01
2023-01-16,Maharashtra,Maharashtra_District,10475,1729,2618,4713,2304,838,2023,1,0,0,2023-01
2023-01-16,Uttar Pradesh,Uttar_District,15672,4548,3918,7052,3447,1253,2023,1,0,0,2023-01
2023-01-16,Karnataka,Karnataka_District,8017,1171,2004,3607,1763,641,2023,1,0,0,2023-01
2023-01-16,Tamil Nadu,Tamil_District,9093,2170,2273,4091,2000,727,2023,1,0,0,2023-01
2023-01-16,Delhi,Delhi_District,5489,877,1372,2470,1207,439,2023,1,0,0,2023-01
2023-01-16,West Bengal,West_District,6623,675,1655,2980,1457,529,2023,1,0,0,2023-01
2023-01-17,Maharashtra,Maharashtra_District,10581,2408,2645,4761,2327,846,2023,1,1,0,2023-01
2023-01-17,Uttar Pradesh,Uttar_District,15264,1855,3816,6868,3358,1221,2023,1,1,0,2023-01
2023-01-17,Karnataka,Karnataka_District,8115,2218,2028,3651,1785,649,2023,1,1,0,2023-01
2023-01-17,Tamil Nadu,Tamil_District,9042,1609,2260,4068,1989,723,2023,1,1,0,2023-01
2023-01-17,Delhi,Delhi_District,5375,872,1343,2418,1182,430,2023,1,1,0,2023-01
2023-01-17,West Bengal,West_District,6856,919,1714,3085,1508,548,2023,1,1,0,2023-01
2023-01-18,Maharashtra,Maharashtra_District,10591,1598,2647,4765,2330,847,2023,1,2,0,2023-01
2023-01-18,Uttar Pradesh,Uttar_District,15478,3770,3869,6965,3405,1238,2023,1,2,0,2023-01
2023-01-18,Karnataka,Karnataka_District,7951,1903,1987,3577,1749,636,2023,1,2,0,2023-01
2023-01-18,Tamil Nadu,Tamil_District,8963,2403,2240,4033,1971,717,2023,1,2,0,2023-01
2023-01-18,Delhi,Delhi_District,4918,1155,1229,2213,1081,393,2023,1,2,0,2023-01
2023-01-18,West Bengal,West_District,6649,779,1662,2992,1462,531,2023,1,2,0,2023-01
2023-01-19,Maharashtra,Maharashtra_District,10310,1148,2577,4639,2268,824,2023,1,3,0,2023-01
2023-01-19,Uttar Pradesh,Uttar_District,15253,2401,3813,6863,3355,1220,2023,1,3,0,2023-01
2023-01-19,Karnataka,Karnataka_District,7479,1323,1869,3365,1645,598,2023,1,3,0,2023-01
2023-01-19,Tamil Nadu,Tamil_District,9156,2370,2289,4120,2014,732,2023,1,3,0,2023-01
2023-01-19,Delhi,Delhi_District,5312,717,1328,2390,1168,424,2023,1,3,0,2023-01
2023-01-19,West Bengal,West_District,6350,892,1587,2857,1397,508,2023,1,3,0,2023-01
2023-01-20,Maharashtra,Maharashtra_District,9910,2915,2477,4459,2180,792,2023,1,4,0,2023-01
2023-01-20,Uttar Pradesh,Uttar_District,15163,4251,3790,6823,3335,1213,2023,1,4,0,2023-01
2023-01-20,Karnataka,Karnataka_District,7509,2201,1877,3379,1651,600,2023,1,4,0,2023-01
2023-01-20,Tamil Nadu,Tamil_District,9513,2345,2378,4280,2092,761,2023,1,4,0,2023-01
2023-01-20,Delhi,Delhi_District,4869,799,1217,2191,1071,389,2023,1,4,0,2023-01
2023-01-20,West Bengal,West_District,6293,1419,1573,2831,1384,503,2023,1,4,0,2023-01
2023-01-21,Maharashtra,Maharashtra_District,6135,1363,1533,2760,1349,490,2023,1,5,1,2023-01
2023-01-21,Uttar Pradesh,Uttar_District,9352,2654,2338,4208,2057,748,2023,1,5,1,2023-01
2023-01-21,Karnataka,Karnataka_District,4789,846,1197,2155,1053,383,2023,1,5,1,2023-01
2023-01-21,Tamil Nadu,Tamil_District,5267,1013,1316,2370,1158,421,2023,1,5,1,2023-01
2023-01-21,Delhi,Delhi_District,3543,980,885,1594,779,283,2023,1,5,1,2023-01
2023-01-21,West Bengal,West_District,3741,744,935,1683,823,299,2023,1,5,1,2023-01
2023-01-22,Maharashtra,Maharashtra_District,6375,673,1593,2868,1402,510,2023,1,6,1,2023-01
2023-01-22,Uttar Pradesh,Uttar_District,9799,2539,2449,4409,2155,783,2023,1,6,1,2023-01
2023-01-22,Karnataka,Karnataka_District,4826,487,1206,2171,1061,386,2023,1,6,1,2023-01
2023-01-22,Tamil Nadu,Tamil_District,5806,1462,1451,2612,1277,464,2023,1,6,1,2023-01
2023-01-22,Delhi,Delhi_District,3618,1044,904,1628,795,289,2023,1,6,1,2023-01
2023-01-22,West Bengal,West_District,3643,891,910,1639,801,291,2023,1,6,1,2023-01
2023-01-23,Maharashtra,Maharashtra_District,10529,1731,2632,4738,2316,842,2023,1,0,0,2023-01
2023-01-23,Uttar Pradesh,Uttar_District,15314,2916,3828,6891,3369,1225,2023,1,0,0,2023-01
2023-01-23,Karnataka,Karnataka_District,7902,926,1975,3555,1738,632,2023,1,0,0,2023-01
2023-01-23,Tamil Nadu,Tamil_District,8970,1027,2242,4036,1973,717,2023,1,0,0,2023-01
2023-01-23,Delhi,Delhi_District,5553,786,1388,2498,1221,444,2023,1,0,0,2023-01
2023-01-23,West Bengal,West_District,6252,1037,1563,2813,1375,500,2023,1,0,0,2023-01
2023-01-24,Maharashtra,Maharashtra_District,9931,1970,2482,4468,2184,794,2023,1,1,0,2023-01
2023-01-24,Uttar Pradesh,Uttar_District,16064,3656,4016,7228,3534,1285,2023,1,1,0,2023-01
2023-01-24,Karnataka,Karnataka_District,8282,1027,2070,3726,1822,662,2023,1,1,0,2023-01
2023-01-24,Tamil Nadu,Tamil_District,8893,2117,2223,4001,1956,711,2023,1,1,0,2023-01
2023-01-24,Delhi,Delhi_District,5079,848,1269,2285,1117,406,2023,1,1,0,2023-01
2023-01-24,West Bengal,West_District,6184,1043,1546,2782,1360,494,2023,1,1,0,2023-01
2023-01-25,Maharashtra,Maharashtra_District,10177,1236,2544,4579,2238,814,2023,1,2,0,2023-01
2023-01-25,Uttar Pradesh,Uttar_District,15283,3799,3820,6877,3362,1222,2023,1,2,0,2023-01
2023-01-25,Karnataka,Karnataka_District,8288,1505,2072,3729,1823,663,2023,1,2,0,2023-01
2023-01-25,Tamil Nadu,Tamil_District,9408,2236,2352,4233,2069,752,2023,1,2,0,2023-01
2023-01-25,Delhi,Delhi_District,5374,669,1343,2418,1182,429,2023,1,2,0,2023-01
2023-01-25,West Bengal,West_District,6328,968,1582,2847,1392,506,2023,1,2,0,2023-01
2023-01-26,Maharashtra,Maharashtra_District,10262,2254,2565,4617,2257,820,2023,1,3,0,2023-01
2023-01-26,Uttar Pradesh,Uttar_District,15130,3985,3782,6808,3328,1210,2023,1,3,0,2023-01
2023-01-26,Karnataka,Karnataka_District,7523,1143,1880,3385,1655,601,2023,1,3,0,2023-01
2023-01-26,Tamil Nadu,Tamil_District,8895,2482,2223,4002,1956,711,2023,1,3,0,2023-01
2023-01-26,Delhi,Delhi_District,5249,672,1312,2362,1154,419,2023,1,3,0,2023-01
2023-01-26,West Bengal,West_District,6710,1924,1677,3019,1476,536,2023,1,3,0,2023-01
2023-01-27,Maharashtra,Maharashtra_District,10379,1464,2594,4670,2283,830,2023,1,4,0,2023-01
2023-01-27,Uttar Pradesh,Uttar_District,15463,3216,3865,6958,3401,1237,2023,1,4,0,2023-01
2023-01-27,Karnataka,Karnataka_District,7894,1016,1973,3552,1736,631,2023,1,4,0,2023-01
2023-01-27,Tamil Nadu,Tamil_District,9476,2577,2369,4264,2084,758,2023,1,4,0,2023-01
2023-01-27,Delhi,Delhi_District,5191,731,1297,2335,1142,415,2023,1,4,0,2023-01
2023-01-27,West Bengal,West_District,6104,856,1526,2746,1342,488,2023,1,4,0,2023-01
2023-01-28,Maharashtra,Maharashtra_District,6323,1304,1580,2845,1391,505,2023,1,5,1,2023-01
2023-01-28,Uttar Pradesh,Uttar_District,9347,2533,2336,4206,2056,747,2023,1,5,1,2023-01
2023-01-28,Karnataka,Karnataka_District,4766,780,1191,2144,1048,381,2023,1,5,1,2023-01
2023-01-28,Tamil Nadu,Tamil_District,5348,696,1337,2406,1176,427,2023,1,5,1,2023-01
2023-01-28,Delhi,Delhi_District,3153,547,788,1418,693,252,2023,1,5,1,2023-01
2023-01-28,West Bengal,West_District,4303,1248,1075,1936,946,344,2023,1,5,1,2023-01
2023-01-29,Maharashtra,Maharashtra_District,6617,1667,1654,2977,1455,529,2023,1,6,1,2023-01
2023-01-29,Uttar Pradesh,Uttar_District,9585,1648,2396,4313,2108,766,2023,1,6,1,2023-01
2023-01-29,Karnataka,Karnataka_District,4326,467,1081,1946,951,346,2023,1,6,1,2023-01
2023-01-29,Tamil Nadu,Tamil_District,5831,1542,1457,2623,1282,466,2023,1,6,1,2023-01
2023-01-29,Delhi,Delhi_District,2747,744,686,1236,604,219,2023,1,6,1,2023-01
2023-01-29,West Bengal,West_District,3858,763,964,1736,848,308,2023,1,6,1,2023-01
2023-01-30,Maharashtra,Maharashtra_District,10015,2193,2503,4506,2203,801,2023,1,0,0,2023-01
2023-01-30,Uttar Pradesh,Uttar_District,15582,3586,3895,7011,3428,1246,2023,1,0,0,2023-01
2023-01-30,Karnataka,Karnataka_District,7606,786,1901,3422,1673,608,2023,1,0,0,2023-01
2023-01-30,Tamil Nadu,Tamil_District,9001,1596,2250,4050,1980,720,2023,1,0,0,2023-01
2023-01-30,Delhi,Delhi_District,4894,1110,1223,2202,1076,391,2023,1,0,0,2023-01
2023-01-30,West Bengal,West_District,6010,892,1502,2704,1322,480,2023,1,0,0,2023-01
2023-01-31,Maharashtra,Maharashtra_District,10781,2163,2695,4851,2371,862,2023,1,1,0,2023-01
2023-01-31,Uttar Pradesh,Uttar_District,16004,4532,4001,7201,3520,1280,2023,1,1,0,2023-01
2023-01-31,Karnataka,Karnataka_District,7777,2221,1944,3499,1710,622,2023,1,1,0,2023-01
2023-01-31,Tamil Nadu,Tamil_District,8669,1671,2167,3901,1907,693,2023,1,1,0,2023-01
2023-01-31,Delhi,Delhi_District,5287,1240,1321,2379,1163,422,2023,1,1,0,2023-01
2023-01-31,West Bengal,West_District,6451,1893,1612,2902,1419,516,2023,1,1,0,2023-01
2023-02-01,Maharashtra,Maharashtra_District,7537,1192,1884,3391,1658,602,2023,2,2,0,2023-02
2023-02-01,Uttar Pradesh,Uttar_District,11542,3257,2885,5193,2539,923,2023,2,2,0,2023-02
2023-02-01,Karnataka,Karnataka_District,6251,1739,1562,2812,1375,500,2023,2,2,0,2023-02
2023-02-01,Tamil Nadu,Tamil_District,6610,1301,1652,2974,1454,528,2023,2,2,0,2023-02
2023-02-01,Delhi,Delhi_District,4460,856,1115,2007,981,356,2023,2,2,0,2023-02
2023-02-01,West Bengal,West_District,5138,948,1284,2312,1130,411,2023,2,2,0,2023-02
2023-02-02,Maharashtra,Maharashtra_District,7783,1256,1945,3502,1712,622,2023,2,3,0,2023-02
2023-02-02,Uttar Pradesh,Uttar_District,12208,1912,3052,5493,2685,976,2023,2,3,0,2023-02
2023-02-02,Karnataka,Karnataka_District,5748,1674,1437,2586,1264,459,2023,2,3,0,2023-02
2023-02-02,Tamil Nadu,Tamil_District,7272,2012,1818,3272,1599,581,2023,2,3,0,2023-02
2023-02-02,Delhi,Delhi_District,3505,725,876,1577,771,280,2023,2,3,0,2023-02
2023-02-02,West Bengal,West_District,4863,868,1215,2188,1069,389,2023,2,3,0,2023-02
2023-02-03,Maharashtra,Maharashtra_District,8216,2403,2054,3697,1807,657,2023,2,4,0,2023-02
2023-02-03,Uttar Pradesh,Uttar_District,12063,1465,3015,5428,2653,965,2023,2,4,0,2023-02
2023-02-03,Karnataka,Karnataka_District,5909,1234,1477,2659,1299,472,2023,2,4,0,2023-02
2023-02-03,Tamil Nadu,Tamil_District,6561,1615,1640,2952,1443,524,2023,2,4,0,2023-02
2023-02-03,Delhi,Delhi_District,3693,904,923,1661,812,295,2023,2,4,0,2023-02
2023-02-03,West Bengal,West_District,5019,1343,1254,2258,1104,401,2023,2,4,0,2023-02
2023-02-04,Maharashtra,Maharashtra_District,4573,1329,1143,2057,1006,365,2023,2,5,1,2023-02
2023-02-04,Uttar Pradesh,Uttar_District,6809,1482,1702,3064,1497,544,2023,2,5,1,2023-02
2023-02-04,Karnataka,Karnataka_District,3422,1026,855,1539,752,273,2023,2,5,1,2023-02
2023-02-04,Tamil Nadu,Tamil_District,4408,733,1102,1983,969,352,2023,2,5,1,2023-02
2023-02-04,Delhi,Delhi_District,2115,493,528,951,465,169,2023,2,5,1,2023-02
2023-02-04,West Bengal,West_District,3313,599,828,1490,728,265,2023,2,5,1,2023-02
2023-02-05,Maharashtra,Maharashtra_District,4991,1329,1247,2245,1098,399,2023,2,6,1,2023-02
2023-02-05,Uttar Pradesh,Uttar_District,7236,1454,1809,3256,1591,578,2023,2,6,1,2023-02
2023-02-05,Karnataka,Karnataka_District,3320,769,830,1494,730,265,2023,2,6,1,2023-02
2023-02-05,Tamil Nadu,Tamil_District,4169,551,1042,1876,917,333,2023,2,6,1,2023-02
2023-02-05,Delhi,Delhi_District,2355,695,588,1059,518,188,2023,2,6,1,2023-02
2023-02-05,West Bengal,West_District,3208,950,802,1443,705,256,2023,2,6,1,2023-02
2023-02-06,Maharashtra,Maharashtra_District,8422,1159,2105,3789,1852,673,2023,2,0,0,2023-02
2023-02-06,Uttar Pradesh,Uttar_District,12091,1624,3022,5440,2660,967,2023,2,0,0,2023-02
2023-02-06,Karnataka,Karnataka_District,6167,1741,1541,2775,1356,493,2023,2,0,0,2023-02
2023-02-06,Tamil Nadu,Tamil_District,6647,1386,1661,2991,1462,531,2023,2,0,0,2023-02
2023-02-06,Delhi,Delhi_District,3571,585,892,1606,785,285,2023,2,0,0,2023-02
2023-02-06,West Bengal,West_District,4607,1251,1151,2073,1013,368,2023,2,0,0,2023-02
2023-02-07,Maharashtra,Maharashtra_District,8423,2187,2105,3790,1853,673,2023,2,1,0,2023-02
2023-02-07,Uttar Pradesh,Uttar_District,12390,2766,3097,5575,2725,991,2023,2,1,0,2023-02
2023-02-07,Karnataka,Karnataka_District,6049,925,1512,2722,1330,483,2023,2,1,0,2023-02
2023-02-07,Tamil Nadu,Tamil_District,7070,730,1767,3181,1555,565,2023,2,1,0,2023-02
2023-02-07,Delhi,Delhi_District,3998,863,999,1799,879,319,2023,2,1,0,2023-02
2023-02-07,West Bengal,West_District,4658,762,1164,2096,1024,372,2023,2,1,0,2023-02
2023-02-08,Maharashtra,Maharashtra_District,8125,1935,2031,3656,1787,650,2023,2,2,0,2023-02
2023-02-08,Uttar Pradesh,Uttar_District,12138,2618,3034,5462,2670,971,2023,2,2,0,2023-02
2023-02-08,Karnataka,Karnataka_District,5844,1489,1461,2629,1285,467,2023,2,2,0,2023-02
2023-02-08,Tamil Nadu,Tamil_District,6574,1903,1643,2958,1446,525,2023,2,2,0,2023-02
2023-02-08,Delhi,Delhi_District,3863,650,965,1738,849,309,2023,2,2,0,2023-02
2023-02-08,West Bengal,West_District,5235,809,1308,2355,1151,418,2023,2,2,0,2023-02
2023-02-09,Maharashtra,Maharashtra_District,8335,1962,2083,3750,1833,666,2023,2,3,0,2023-02
2023-02-09,Uttar Pradesh,Uttar_District,12279,2260,3069,5525,2701,982,2023,2,3,0,2023-02
2023-02-09,Karnataka,Karnataka_District,6076,1684,1519,2734,1336,486,2023,2,3,0,2023-02
2023-02-09,Tamil Nadu,Tamil_District,6779,2016,1694,3050,1491,542,2023,2,3,0,2023-02
2023-02-09,Delhi,Delhi_District,3949,1149,987,1777,868,315,2023,2,3,0,2023-02
2023-02-09,West Bengal,West_District,5167,1080,1291,2325,1136,413,2023,2,3,0,2023-02
2023-02-10,Maharashtra,Maharashtra_District,7574,999,1893,3408,1666,605,2023,2,4,0,2023-02
2023-02-10,Uttar Pradesh,Uttar_District,12249,2835,3062,5512,2694,979,2023,2,4,0,2023-02
2023-02-10,Karnataka,Karnataka_District,5825,1217,1456,2621,1281,466,2023,2,4,0,2023-02
2023-02-10,Tamil Nadu,Tamil_District,7467,1532,1866,3360,1642,597,2023,2,4,0,2023-02
2023-02-10,Delhi,Delhi_District,3619,633,904,1628,796,289,2023,2,4,0,2023-02
2023-02-10,West Bengal,West_District,4931,735,1232,2218,1084,394,2023,2,4,0,2023-02
2023-02-11,Maharashtra,Maharashtra_District,5165,1165,1291,2324,1136,413,2023,2,5,1,2023-02
2023-02-11,Uttar Pradesh,Uttar_District,7335,1032,1833,3300,1613,586,2023,2,5,1,2023-02
2023-02-11,Karnataka,Karnataka_District,3160,317,790,1422,695,252,2023,2,5,1,2023-02
2023-02-11,Tamil Nadu,Tamil_District,4650,1192,1162,2092,1023,372,2023,2,5,1,2023-02
2023-02-11,Delhi,Delhi_District,2890,739,722,1300,635,231,2023,2,5,1,2023-02
2023-02-11,West Bengal,West_District,3002,642,750,1350,660,240,2023,2,5,1,2023-02
2023-02-12,Maharashtra,Maharashtra_District,4394,834,1098,1977,966,351,2023,2,6,1,2023-02
2023-02-12,Uttar Pradesh,Uttar_District,7448,1966,1862,3351,1638,595,2023,2,6,1,2023-02
2023-02-12,Karnataka,Karnataka_District,3335,390,833,1500,733,266,2023,2,6,1,2023-02
2023-02-12,Tamil Nadu,Tamil_District,3711,444,927,1669,816,296,2023,2,6,1,2023-02
2023-02-12,Delhi,Delhi_District,2883,551,720,1297,634,230,2023,2,6,1,2023-02
2023-02-12,West Bengal,West_District,2719,709,679,1223,598,217,2023,2,6,1,2023-02
2023-02-13,Maharashtra,Maharashtra_District,8385,1557,2096,3773,1844,670,2023,2,0,0,2023-02
2023-02-13,Uttar Pradesh,Uttar_District,11936,1793,2984,5371,2625,954,2023,2,0,0,2023-02
2023-02-13,Karnataka,Karnataka_District,5775,588,1443,2598,1270,462,2023,2,0,0,2023-02
2023-02-13,Tamil Nadu,Tamil_District,7282,1983,1820,3276,1602,582,2023,2,0,0,2023-02
2023-02-13,Delhi,Delhi_District,3714,1004,928,1671,817,297,2023,2,0,0,2023-02
2023-02-13,West Bengal,West_District,5140,664,1285,2313,1130,411,2023,2,0,0,2023-02
2023-02-14,Maharashtra,Maharashtra_District,8200,964,2050,3690,1804,656,2023,2,1,0,2023-02
2023-02-14,Uttar Pradesh,Uttar_District,12219,1763,3054,5498,2688,977,2023,2,1,0,2023-02
2023-02-14,Karnataka,Karnataka_District,5556,884,1389,2500,1222,444,2023,2,1,0,2023-02
2023-02-14,Tamil Nadu,Tamil_District,6878,1365,1719,3095,1513,550,2023,2,1,0,2023-02
