state,year_month,enrolments_sum,enrolments_mean,enrolments_std,updates_sum,mom_growth,update_ratio,z_score,is_anomaly,anomaly_score
Tamil Nadu,2023-03,195807,6316.354838709677,1299.2286826777158,40378,0.1349551366766364,0.20621326101722615,-0.3897141632814942,0,0.38609357010806916
Tamil Nadu,2023-04,238156,7938.533333333334,1728.2740589931059,48952,0.21627929542866187,0.20554594467491896,1.018567518635693,0,0.4142164935396152
Tamil Nadu,2023-05,192610,6213.225806451613,1325.6561572714954,37111,-0.1912443944305413,0.19267431597528684,-0.49602780792692264,0,0.38560649314337536
Tamil Nadu,2023-06,185268,6175.6,1238.9741752339114,37960,-0.03811847775297228,0.20489237213118294,-0.740180069105132,0,0.38143187143443436
Tamil Nadu,2023-07,249618,8052.193548387097,1736.5268482300114,46651,0.3473346719347108,0.1868895672587714,1.3997270416028187,0,0.4893086746907762
Tamil Nadu,2023-08,192088,6196.387096774193,1243.3847266613113,40798,-0.230472161462715,0.21239223689142475,-0.5133864949788193,0,0.40820122242135354
Tamil Nadu,2023-09,187222,6240.733333333334,1363.5256009213088,36396,-0.025332139436091805,0.19440023074211363,-0.6752013823246606,0,0.38802665377273143
Tamil Nadu,2023-10,250547,8082.1612903225805,1698.779720795179,47718,0.3382348228306502,0.19045528383896035,1.430620183884834,0,0.4578030094387096
Tamil Nadu,2023-11,188164,6272.133333333333,1322.46944383795,37359,-0.24898721597145446,0.1985448863757148,-0.6438759355758356,0,0.3822771664029301
Tamil Nadu,2023-12,187453,6046.870967741936,1403.9405196787002,41323,-0.0037786186518143916,0.22044459144425535,-0.66751966449135,0,0.45554543709686524
Uttar Pradesh,2023-01,429296,13848.258064516129,2879.8447176626487,88814,,0.20688289664939807,1.4646138496506083,1,0.5299484375969323
Uttar Pradesh,2023-02,299826,10708.07142857143,2192.6982182212114,61677,-0.30158678394394545,0.20570931140061235,-1.12663001538182,0,0.4687411608904078
Uttar Pradesh,2023-03,334891,10802.935483870968,2165.4429560020562,67210,0.11695116500903868,0.20069216551056912,-0.4248306323018625,0,0.4341629854392318
Uttar Pradesh,2023-04,408016,13600.533333333333,3029.3356815091274,80750,0.2183546288195264,0.19790890553311635,1.038710787567577,0,0.509166710038138
Uttar Pradesh,2023-05,332985,10741.451612903225,2183.1620467983234,62945,-0.18389229834124154,0.1890325390032584,-0.4629777768662543,0,0.4616102849753209
Uttar Pradesh,2023-06,321956,10731.866666666667,2191.586651395448,66638,-0.03312161208462838,0.20697859334815938,-0.6837148479054345,0,0.40810766171664015
Uttar Pradesh,2023-07,422147,13617.645161290322,2958.627514556787,82920,0.31119469741206873,0.19642446825394946,1.3215320361716802,0,0.5126494003591924
Uttar Pradesh,2023-08,331188,10683.483870967742,2133.919131097642,69147,-0.2154675977799203,0.2087847385774847,-0.49894336909196896,0,0.4453640349294559
Uttar Pradesh,2023-09,316361,10545.366666666667,2205.4911171474014,65283,-0.04476913414737249,0.20635602997841074,-0.7956945298769833,0,0.4174164880545077
Uttar Pradesh,2023-10,429646,13859.548387096775,2878.0289532793063,81893,0.3580877541795606,0.19060575450487144,1.4716188342243424,1,0.5473287294460157
Uttar Pradesh,2023-11,322828,10760.933333333332,2250.3891454028844,66400,-0.24861863022115882,0.2056822828255294,-0.666262429196017,0,0.42350726824378576
Uttar Pradesh,2023-12,324269,10460.290322580646,2335.2713788558335,61418,0.004463677252283027,0.18940447591351625,-0.6374219069938719,0,0.4585861433671697
West Bengal,2023-01,179953,5804.935483870968,1277.218460443993,32397,,0.18003034125577233,1.4978042123903812,1,0.5414513833552814
West Bengal,2023-02,123385,4406.607142857143,930.96566111179,23304,-0.31434874661717227,0.18887222920128055,-1.1841692674604987,0,0.4964859230239289
West Bengal,2023-03,137951,4450.032258064516,971.982801077981,27961,0.11805324796369088,0.20268791092489363,-0.49357342338773813,0,0.3859856427164485
West Bengal,2023-04,168345,5611.5,1377.6282905401415,33778,0.22032460801299014,0.20064747987763223,0.947451572132479,0,0.41925490719742475
West Bengal,2023-05,137060,4421.290322580645,979.0306155767342,26722,-0.18583860524518103,0.19496570844885452,-0.5358170659161487,0,0.39080041571376395
West Bengal,2023-06,133635,4454.5,899.0560471194603,27720,-0.02498905588793232,0.2074306880682456,-0.6982014381493772,0,0.39783423690140407
West Bengal,2023-07,175213,5652.032258064516,1276.1415669606297,35850,0.31113106596325824,0.2046081055629434,1.2730737235187017,0,0.4319091816330721
West Bengal,2023-08,140248,4524.129032258064,964.282937106998,27850,-0.199557110488377,0.19857680679938394,-0.3846692181265044,0,0.3839829262573323
West Bengal,2023-09,135126,4504.2,970.4681913101674,26645,-0.03652101990759227,0.1971863297958942,-0.6275108982954375,0,0.38663718008596004
West Bengal,2023-10,180908,5835.741935483871,1205.3112728735798,37837,0.33880970353595896,0.20915050744024588,1.543082190633515,0,0.4720543943801071
West Bengal,2023-11,133927,4464.233333333334,969.347903217036,25844,-0.2596955358524775,0.1929707975240243,-0.6843572814509531,0,0.4030972593230197
West Bengal,2023-12,134586,4341.4838709677415,980.2728487847229,28795,0.004920591068268587,0.21395241704189144,-0.6531131058884136,0,0.4265488336984133
