date,state,district,enrolment_count,update_count,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus,year,month,day_of_week,is_weekend,year_month
2023-01-11,Karnataka,Karnataka_District,8195,1272,2048,3687,1802,655,2023,1,2,0,2023-01
2023-01-11,Tamil Nadu,Tamil_District,9538,1003,2384,4292,2098,763,2023,1,2,0,2023-01
2023-01-11,Delhi,Delhi_District,5221,1044,1305,2349,1148,417,2023,1,2,0,2023-01
2023-01-11,West Bengal,West_District,6047,842,1511,2721,1330,483,2023,1,2,0,2023-01
2023-01-12,Maharashtra,Maharashtra_District,10873,1825,2718,4892,2392,869,2023,1,3,0,2023-01
2023-01-12,Uttar Pradesh,Uttar_District,15185,3459,3796,6833,3340,1214,2023,1,3,0,2023-01
2023-01-12,Karnataka,Karnataka_District,7704,903,1926,3466,1694,616,2023,1,3,0,2023-01
2023-01-12,Tamil Nadu,Tamil_District,9524,1276,2381,4285,2095,761,2023,1,3,0,2023-01
2023-01-12,Delhi,Delhi_District,5056,1500,1264,2275,1112,404,2023,1,3,0,2023-01
2023-01-12,West Bengal,West_District,6943,1779,1735,3124,1527,555,2023,1,3,0,2023-01
2023-01-13,Maharashtra,Maharashtra_District,10663,2707,2665,4798,2345,853,2023,1,4,0,2023-01
2023-01-13,Uttar Pradesh,Uttar_District,16067,3970,4016,7230,3534,1285,2023,1,4,0,2023-01
2023-01-13,Karnataka,Karnataka_District,8041,1006,2010,3618,1769,643,2023,1,4,0,2023-01
2023-01-13,Tamil Nadu,Tamil_District,9234,1547,2308,4155,2031,738,2023,1,4,0,2023-01
2023-01-13,Delhi,Delhi_District,5359,906,1339,2411,1178,428,2023,1,4,0,2023-01
2023-01-13,West Bengal,West_District,6085,1789,1521,2738,1338,486,2023,1,4,0,2023-01
2023-01-14,Maharashtra,Maharashtra_District,5990,1600,1497,2695,1317,479,2023,1,5,1,2023-01
2023-01-14,Uttar Pradesh,Uttar_District,9546,1921,2386,4295,2100,763,2023,1,5,1,2023-01
2023-01-14,Karnataka,Karnataka_District,4964,923,1241,2233,1092,397,2023,1,5,1,2023-01
2023-01-14,Tamil Nadu,Tamil_District,5101,1300,1275,2295,1122,408,2023,1,5,1,2023-01
2023-01-14,Delhi,Delhi_District,2771,649,692,1246,609,221,2023,1,5,1,2023-01
2023-01-14,West Bengal,West_District,4099,973,1024,1844,901,327,2023,1,5,1,2023-01
2023-01-15,Maharashtra,Maharashtra_District,6388,1028,1597,2874,1405,511,2023,1,6,1,2023-01
2023-01-15,Uttar Pradesh,Uttar_District,9278,1107,2319,4175,2041,742,2023,1,6,1,2023-01
2023-01-15,Karnataka,Karnataka_District,4501,1007,1125,2025,990,360,2023,1,6,1,2023-01
2023-01-15,Tamil Nadu,Tamil_District,4978,872,1244,2240,1095,398,2023,1,6,1,2023-01
2023-01-15,Delhi,Delhi_District,3024,656,756,1360,665,241,2023,1,6,1,2023-01
2023-01-15,West Bengal,West_District,3505,602,876,1577,771,280,2023,1,6,1,2023-01
2023-01-16,Maharashtra,Maharashtra_District,10779,1281,2694,4850,2371,862,2023,1,0,0,2023-01
2023-01-16,Uttar Pradesh,Uttar_District,15578,2276,3894,7010,3427,1246,2023,1,0,0,2023-01
2023-01-16,Karnataka,Karnataka_District,7959,1600,1989,3581,1750,636,2023,1,0,0,2023-01
2023-01-16,Tamil Nadu,Tamil_District,9219,2470,2304,4148,2028,737,2023,1,0,0,2023-01
2023-01-16,Delhi,Delhi_District,5026,1434,1256,2261,1105,402,2023,1,0,0,2023-01
2023-01-16,West Bengal,West_District,6527,1526,1631,2937,1435,522,2023,1,0,0,2023-01
2023-01-17,Maharashtra,Maharashtra_District,10096,1493,2524,4543,2221,807,2023,1,1,0,2023-01
2023-01-17,Uttar Pradesh,Uttar_District,15773,3791,3943,7097,3470,1261,2023,1,1,0,2023-01
2023-01-17,Karnataka,Karnataka_District,7570,1615,1892,3406,1665,605,2023,1,1,0,2023-01
2023-01-17,Tamil Nadu,Tamil_District,9179,1373,2294,4130,2019,734,2023,1,1,0,2023-01
2023-01-17,Delhi,Delhi_District,4816,1193,1204,2167,1059,385,2023,1,1,0,2023-01
2023-01-17,West Bengal,West_District,6989,719,1747,3145,1537,559,2023,1,1,0,2023-01
2023-01-18,Maharashtra,Maharashtra_District,10213,1431,2553,4595,2246,817,2023,1,2,0,2023-01
2023-01-18,Uttar Pradesh,Uttar_District,15993,3274,3998,7196,3518,1279,2023,1,2,0,2023-01
2023-01-18,Karnataka,Karnataka_District,7404,1400,1851,3331,1628,592,2023,1,2,0,2023-01
2023-01-18,Tamil Nadu,Tamil_District,8912,1980,2228,4010,1960,712,2023,1,2,0,2023-01
2023-01-18,Delhi,Delhi_District,4962,847,1240,2232,1091,396,2023,1,2,0,2023-01
2023-01-18,West Bengal,West_District,6130,781,1532,2758,1348,490,2023,1,2,0,2023-01
2023-01-19,Maharashtra,Maharashtra_District,10885,1255,2721,4898,2394,870,2023,1,3,0,2023-01
2023-01-19,Uttar Pradesh,Uttar_District,16033,4175,4008,7214,3527,1282,2023,1,3,0,2023-01
2023-01-19,Karnataka,Karnataka_District,7542,1581,1885,3393,1659,603,2023,1,3,0,2023-01
2023-01-19,Tamil Nadu,Tamil_District,9283,1789,2320,4177,2042,742,2023,1,3,0,2023-01
2023-01-19,Delhi,Delhi_District,5350,1433,1337,2407,1177,428,2023,1,3,0,2023-01
2023-01-19,West Bengal,West_District,6878,855,1719,3095,1513,550,2023,1,3,0,2023-01
2023-01-20,Maharashtra,Maharashtra_District,10453,1995,2613,4703,2299,836,2023,1,4,0,2023-01
2023-01-20,Uttar Pradesh,Uttar_District,15177,3880,3794,6829,3338,1214,2023,1,4,0,2023-01
2023-01-20,Karnataka,Karnataka_District,7873,1237,1968,3542,1732,629,2023,1,4,0,2023-01
2023-01-20,Tamil Nadu,Tamil_District,8982,1417,2245,4041,1976,718,2023,1,4,0,2023-01
2023-01-20,Delhi,Delhi_District,5320,1101,1330,2394,1170,425,2023,1,4,0,2023-01
2023-01-20,West Bengal,West_District,6970,885,1742,3136,1533,557,2023,1,4,0,2023-01
2023-01-21,Maharashtra,Maharashtra_District,6598,1555,1649,2969,1451,527,2023,1,5,1,2023-01
2023-01-21,Uttar Pradesh,Uttar_District,9679,2782,2419,4355,2129,774,2023,1,5,1,2023-01
2023-01-21,Karnataka,Karnataka_District,4329,646,1082,1948,952,346,2023,1,5,1,2023-01
2023-01-21,Tamil Nadu,Tamil_District,5202,878,1300,2340,1144,416,2023,1,5,1,2023-01
2023-01-21,Delhi,Delhi_District,3173,493,793,1427,698,253,2023,1,5,1,2023-01
2023-01-21,West Bengal,West_District,3904,727,976,1756,858,312,2023,1,5,1,2023-01
2023-01-22,Maharashtra,Maharashtra_District,5869,1510,1467,2641,1291,469,2023,1,6,1,2023-01
2023-01-22,Uttar Pradesh,Uttar_District,9441,1161,2360,4248,2077,755,2023,1,6,1,2023-01
2023-01-22,Karnataka,Karnataka_District,4844,1009,1211,2179,1065,387,2023,1,6,1,2023-01
2023-01-22,Tamil Nadu,Tamil_District,5045,558,1261,2270,1109,403,2023,1,6,1,2023-01
2023-01-22,Delhi,Delhi_District,2864,374,716,1288,630,229,2023,1,6,1,2023-01
2023-01-22,West Bengal,West_District,4257,513,1064,1915,936,340,2023,1,6,1,2023-01
2023-01-23,Maharashtra,Maharashtra_District,10549,2537,2637,4747,2320,843,2023,1,0,0,2023-01
2023-01-23,Uttar Pradesh,Uttar_District,15639,3598,3909,7037,3440,1251,2023,1,0,0,2023-01
2023-01-23,Karnataka,Karnataka_District,7967,1713,1991,3585,1752,637,2023,1,0,0,2023-01
2023-01-23,Tamil Nadu,Tamil_District,9314,2504,2328,4191,2049,745,2023,1,0,0,2023-01
2023-01-23,Delhi,Delhi_District,5363,1548,1340,2413,1179,429,2023,1,0,0,2023-01
2023-01-23,West Bengal,West_District,6892,890,1723,3101,1516,551,2023,1,0,0,2023-01
2023-01-24,Maharashtra,Maharashtra_District,10560,1665,2640,4752,2323,844,2023,1,1,0,2023-01
2023-01-24,Uttar Pradesh,Uttar_District,16019,3492,4004,7208,3524,1281,2023,1,1,0,2023-01
2023-01-24,Karnataka,Karnataka_District,7903,2051,1975,3556,1738,632,2023,1,1,0,2023-01
2023-01-24,Tamil Nadu,Tamil_District,9144,1892,2286,4114,2011,731,2023,1,1,0,2023-01
2023-01-24,Delhi,Delhi_District,4988,558,1247,2244,1097,399,2023,1,1,0,2023-01
2023-01-24,West Bengal,West_District,6211,1551,1552,2794,1366,496,2023,1,1,0,2023-01
2023-01-25,Maharashtra,Maharashtra_District,10893,1959,2723,4901,2396,871,2023,1,2,0,2023-01
2023-01-25,Uttar Pradesh,Uttar_District,15509,2972,3877,6979,3411,1240,2023,1,2,0,2023-01
2023-01-25,Karnataka,Karnataka_District,7330,1253,1832,3298,1612,586,2023,1,2,0,2023-01
2023-01-25,Tamil Nadu,Tamil_District,9558,983,2389,4301,2102,764,2023,1,2,0,2023-01
2023-01-25,Delhi,Delhi_District,5004,721,1251,2251,1100,400,2023,1,2,0,2023-01
2023-01-25,West Bengal,West_District,6073,1397,1518,2732,1336,485,2023,1,2,0,2023-01
2023-01-26,Maharashtra,Maharashtra_District,10064,2810,2516,4528,2214,805,2023,1,3,0,2023-01
2023-01-26,Uttar Pradesh,Uttar_District,15922,4703,3980,7164,3502,1273,2023,1,3,0,2023-01
2023-01-26,Karnataka,Karnataka_District,8261,1685,2065,3717,1817,660,2023,1,3,0,2023-01
2023-01-26,Tamil Nadu,Tamil_District,9460,1885,2365,4257,2081,756,2023,1,3,0,2023-01
2023-01-26,Delhi,Delhi_District,4869,1251,1217,2191,1071,389,2023,1,3,0,2023-01
2023-01-26,West Bengal,West_District,6434,1804,1608,2895,1415,514,2023,1,3,0,2023-01
2023-01-27,Maharashtra,Maharashtra_District,10881,1244,2720,4896,2393,870,2023,1,4,0,2023-01
2023-01-27,Uttar Pradesh,Uttar_District,15691,4169,3922,7060,3452,1255,2023,1,4,0,2023-01
2023-01-27,Karnataka,Karnataka_District,7337,2088,1834,3301,1614,586,2023,1,4,0,2023-01
2023-01-27,Tamil Nadu,Tamil_District,9356,1420,2339,4210,2058,748,2023,1,4,0,2023-01
2023-01-27,Delhi,Delhi_District,4773,582,1193,2147,1050,381,2023,1,4,0,2023-01
2023-01-27,West Bengal,West_District,6688,774,1672,3009,1471,535,2023,1,4,0,2023-01
2023-01-28,Maharashtra,Maharashtra_District,6686,1181,1671,3008,1470,534,2023,1,5,1,2023-01
2023-01-28,Uttar Pradesh,Uttar_District,9797,1926,2449,4408,2155,783,2023,1,5,1,2023-01
2023-01-28,Karnataka,Karnataka_District,4959,939,1239,2231,1090,396,2023,1,5,1,2023-01
2023-01-28,Tamil Nadu,Tamil_District,5549,634,1387,2497,1220,443,2023,1,5,1,2023-01
2023-01-28,Delhi,Delhi_District,3108,321,777,1398,683,248,2023,1,5,1,2023-01
2023-01-28,West Bengal,West_District,4197,699,1049,1888,923,335,2023,1,5,1,2023-01
2023-01-29,Maharashtra,Maharashtra_District,5836,1051,1459,2626,1283,466,2023,1,6,1,2023-01
2023-01-29,Uttar Pradesh,Uttar_District,9169,2587,2292,4126,2017,733,2023,1,6,1,2023-01
2023-01-29,Karnataka,Karnataka_District,4407,1316,1101,1983,969,352,2023,1,6,1,2023-01
2023-01-29,Tamil Nadu,Tamil_District,5793,648,1448,2606,1274,463,2023,1,6,1,2023-01
2023-01-29,Delhi,Delhi_District,2800,582,700,1260,616,224,2023,1,6,1,2023-01
2023-01-29,West Bengal,West_District,3704,498,926,1666,814,296,2023,1,6,1,2023-01
2023-01-30,Maharashtra,Maharashtra_District,10584,1984,2646,4762,2328,846,2023,1,0,0,2023-01
2023-01-30,Uttar Pradesh,Uttar_District,16052,2259,4013,7223,3531,1284,2023,1,0,0,2023-01
2023-01-30,Karnataka,Karnataka_District,7731,1654,1932,3478,1700,618,2023,1,0,0,2023-01
2023-01-30,Tamil Nadu,Tamil_District,9114,2455,2278,4101,2005,729,2023,1,0,0,2023-01
2023-01-30,Delhi,Delhi_District,5016,1032,1254,2257,1103,401,2023,1,0,0,2023-01
2023-01-30,West Bengal,West_District,6791,1818,1697,3055,1494,543,2023,1,0,0,2023-01
2023-01-31,Maharashtra,Maharashtra_District,10845,1661,2711,4880,2385,867,2023,1,1,0,2023-01
2023-01-31,Uttar Pradesh,Uttar_District,15750,1583,3937,7087,3465,1260,2023,1,1,0,2023-01
2023-01-31,Karnataka,Karnataka_District,8298,1065,2074,3734,1825,663,2023,1,1,0,2023-01
2023-01-31,Tamil Nadu,Tamil_District,9389,1644,2347,4225,2065,751,2023,1,1,0,2023-01
2023-01-31,Delhi,Delhi_District,5575,954,1393,2508,1226,446,2023,1,1,0,2023-01
2023-01-31,West Bengal,West_District,6296,1559,1574,2833,1385,503,2023,1,1,0,2023-01
2023-02-01,Maharashtra,Maharashtra_District,7580,2013,1895,3411,1667,606,2023,2,2,0,2023-02
2023-02-01,Uttar Pradesh,Uttar_District,11734,3140,2933,5280,2581,938,2023,2,2,0,2023-02
2023-02-01,Karnataka,Karnataka_District,5565,1649,1391,2504,1224,445,2023,2,2,0,2023-02
2023-02-01,Tamil Nadu,Tamil_District,6711,1329,1677,3019,1476,536,2023,2,2,0,2023-02
2023-02-01,Delhi,Delhi_District,4114,758,1028,1851,905,329,2023,2,2,0,2023-02
2023-02-01,West Bengal,West_District,4599,679,1149,2069,1011,367,2023,2,2,0,2023-02
2023-02-02,Maharashtra,Maharashtra_District,8331,2463,2082,3748,1832,666,2023,2,3,0,2023-02
2023-02-02,Uttar Pradesh,Uttar_District,12028,3273,3007,5412,2646,962,2023,2,3,0,2023-02
2023-02-02,Karnataka,Karnataka_District,6481,1336,1620,2916,1425,518,2023,2,3,0,2023-02
2023-02-02,Tamil Nadu,Tamil_District,7029,1912,1757,3163,1546,562,2023,2,3,0,2023-02
2023-02-02,Delhi,Delhi_District,3782,495,945,1701,832,302,2023,2,3,0,2023-02
2023-02-02,West Bengal,West_District,4925,1457,1231,2216,1083,394,2023,2,3,0,2023-02
2023-02-03,Maharashtra,Maharashtra_District,7911,1457,1977,3559,1740,632,2023,2,4,0,2023-02
2023-02-03,Uttar Pradesh,Uttar_District,12242,1876,3060,5508,2693,979,2023,2,4,0,2023-02
2023-02-03,Karnataka,Karnataka_District,5835,1377,1458,2625,1283,466,2023,2,4,0,2023-02
2023-02-03,Tamil Nadu,Tamil_District,6717,1683,1679,3022,1477,537,2023,2,4,0,2023-02
2023-02-03,Delhi,Delhi_District,4379,1114,1094,1970,963,350,2023,2,4,0,2023-02
2023-02-03,West Bengal,West_District,4689,1076,1172,2110,1031,375,2023,2,4,0,2023-02
2023-02-04,Maharashtra,Maharashtra_District,4813,1026,1203,2165,1058,385,2023,2,5,1,2023-02
2023-02-04,Uttar Pradesh,Uttar_District,7376,2144,1844,3319,1622,590,2023,2,5,1,2023-02
2023-02-04,Karnataka,Karnataka_District,3987,866,996,1794,877,318,2023,2,5,1,2023-02
2023-02-04,Tamil Nadu,Tamil_District,3991,451,997,1795,878,319,2023,2,5,1,2023-02
2023-02-04,Delhi,Delhi_District,2594,575,648,1167,570,207,2023,2,5,1,2023-02
2023-02-04,West Bengal,West_District,2681,550,670,1206,589,214,2023,2,5,1,2023-02
2023-02-05,Maharashtra,Maharashtra_District,5150,1065,1287,2317,1133,412,2023,2,6,1,2023-02
2023-02-05,Uttar Pradesh,Uttar_District,7208,1891,1802,3243,1585,576,2023,2,6,1,2023-02
2023-02-05,Karnataka,Karnataka_District,3912,527,978,1760,860,312,2023,2,6,1,2023-02
2023-02-05,Tamil Nadu,Tamil_District,3707,936,926,1668,815,296,2023,2,6,1,2023-02
2023-02-05,Delhi,Delhi_District,2039,491,509,917,448,163,2023,2,6,1,2023-02
2023-02-05,West Bengal,West_District,3025,828,756,1361,665,242,2023,2,6,1,2023-02
2023-02-06,Maharashtra,Maharashtra_District,8280,1656,2070,3726,1821,662,2023,2,0,0,2023-02
2023-02-06,Uttar Pradesh,Uttar_District,12251,2717,3062,5512,2695,980,2023,2,0,0,2023-02
2023-02-06,Karnataka,Karnataka_District,6328,927,1582,2847,1392,506,2023,2,0,0,2023-02
2023-02-06,Tamil Nadu,Tamil_District,6611,831,1652,2974,1454,528,2023,2,0,0,2023-02
2023-02-06,Delhi,Delhi_District,3796,389,949,1708,835,303,2023,2,0,0,2023-02
2023-02-06,West Bengal,West_District,4924,694,1231,2215,1083,393,2023,2,0,0,2023-02
2023-02-07,Maharashtra,Maharashtra_District,8215,2319,2053,3696,1807,657,2023,2,1,0,2023-02
2023-02-07,Uttar Pradesh,Uttar_District,12034,3477,3008,5415,2647,962,2023,2,1,0,2023-02
2023-02-07,Karnataka,Karnataka_District,6406,994,1601,2882,1409,512,2023,2,1,0,2023-02
2023-02-07,Tamil Nadu,Tamil_District,7256,1960,1814,3265,1596,580,2023,2,1,0,2023-02
2023-02-07,Delhi,Delhi_District,3780,407,945,1701,831,302,2023,2,1,0,2023-02
2023-02-07,West Bengal,West_District,4685,513,1171,2108,1030,374,2023,2,1,0,2023-02
2023-02-08,Maharashtra,Maharashtra_District,8479,1891,2119,3815,1865,678,2023,2,2,0,2023-02
2023-02-08,Uttar Pradesh,Uttar_District,11886,2839,2971,5348,2614,950,2023,2,2,0,2023-02
2023-02-08,Karnataka,Karnataka_District,5739,1155,1434,2582,1262,459,2023,2,2,0,2023-02
2023-02-08,Tamil Nadu,Tamil_District,6811,1173,1702,3064,1498,544,2023,2,2,0,2023-02
2023-02-08,Delhi,Delhi_District,3763,1053,940,1693,827,301,2023,2,2,0,2023-02
2023-02-08,West Bengal,West_District,5009,683,1252,2254,1101,400,2023,2,2,0,2023-02
2023-02-09,Maharashtra,Maharashtra_District,7520,1016,1880,3384,1654,601,2023,2,3,0,2023-02
2023-02-09,Uttar Pradesh,Uttar_District,11678,3316,2919,5255,2569,934,2023,2,3,0,2023-02
2023-02-09,Karnataka,Karnataka_District,5591,601,1397,2515,1230,447,2023,2,3,0,2023-02
2023-02-09,Tamil Nadu,Tamil_District,7267,1137,1816,3270,1598,581,2023,2,3,0,2023-02
2023-02-09,Delhi,Delhi_District,3969,635,992,1786,873,317,2023,2,3,0,2023-02
2023-02-09,West Bengal,West_District,4573,1092,1143,2057,1006,365,2023,2,3,0,2023-02
2023-02-10,Maharashtra,Maharashtra_District,8429,2226,2107,3793,1854,674,2023,2,4,0,2023-02
2023-02-10,Uttar Pradesh,Uttar_District,12316,3603,3079,5542,2709,985,2023,2,4,0,2023-02
2023-02-10,Karnataka,Karnataka_District,5592,854,1398,2516,1230,447,2023,2,4,0,2023-02
2023-02-10,Tamil Nadu,Tamil_District,6893,904,1723,3101,1516,551,2023,2,4,0,2023-02
2023-02-10,Delhi,Delhi_District,4283,1026,1070,1927,942,342,2023,2,4,0,2023-02
2023-02-10,West Bengal,West_District,5024,1245,1256,2260,1105,401,2023,2,4,0,2023-02
2023-02-11,Maharashtra,Maharashtra_District,4741,728,1185,2133,1043,379,2023,2,5,1,2023-02
2023-02-11,Uttar Pradesh,Uttar_District,7275,2044,1818,3273,1600,582,2023,2,5,1,2023-02
2023-02-11,Karnataka,Karnataka_District,3958,954,989,1781,870,316,2023,2,5,1,2023-02
2023-02-11,Tamil Nadu,Tamil_District,3730,1060,932,1678,820,298,2023,2,5,1,2023-02
2023-02-11,Delhi,Delhi_District,2511,421,627,1129,552,200,2023,2,5,1,2023-02
2023-02-11,West Bengal,West_District,3010,553,752,1354,662,240,2023,2,5,1,2023-02
2023-02-12,Maharashtra,Maharashtra_District,4344,622,1086,1954,955,347,2023,2,6,1,2023-02
2023-02-12,Uttar Pradesh,Uttar_District,7609,1674,1902,3424,1673,608,2023,2,6,1,2023-02
2023-02-12,Karnataka,Karnataka_District,3231,386,807,1453,710,258,2023,2,6,1,2023-02
2023-02-12,Tamil Nadu,Tamil_District,3702,445,925,1665,814,296,2023,2,6,1,2023-02
2023-02-12,Delhi,Delhi_District,1927,444,481,867,423,154,2023,2,6,1,2023-02
2023-02-12,West Bengal,West_District,3243,769,810,1459,713,259,2023,2,6,1,2023-02
2023-02-13,Maharashtra,Maharashtra_District,7607,2130,1901,3423,1673,608,2023,2,0,0,2023-02
2023-02-13,Uttar Pradesh,Uttar_District,12317,1475,3079,5542,2709,985,2023,2,0,0,2023-02
2023-02-13,Karnataka,Karnataka_District,5599,820,1399,2519,1231,447,2023,2,0,0,2023-02
2023-02-13,Tamil Nadu,Tamil_District,7384,1583,1846,3322,1624,590,2023,2,0,0,2023-02
2023-02-13,Delhi,Delhi_District,4325,510,1081,1946,951,346,2023,2,0,0,2023-02
2023-02-13,West Bengal,West_District,4866,893,1216,2189,1070,389,2023,2,0,0,2023-02
2023-02-14,Maharashtra,Maharashtra_District,7847,2116,1961,3531,1726,627,2023,2,1,0,2023-02
2023-02-14,Uttar Pradesh,Uttar_District,12393,1532,3098,5576,2726,991,2023,2,1,0,2023-02
2023-02-14,Karnataka,Karnataka_District,6219,1225,1554,2798,1368,497,2023,2,1,0,2023-02
2023-02-14,Tamil Nadu,Tamil_District,7313,755,1828,3290,1608,585,2023,2,1,0,2023-02
